LSOA21CD,LSOA21NM,population_total,children_pct,older_adults_pct,IMD_Source,borough_name,london_ring,caregiver_household_intensity,care_need_score,care_walk_index,care_transit_index,children_walk_index,older_walk_index,imd_status
E01000737,Bromley 010D,1404,22.008547008547,15.3846153846154,direct_2011_lsoa_code,Bromley,Outer London,32.7054794520548,43.0404283920478,37.6666666666667,58.8666666666667,26.4,39.5333333333333,Matched IMD
E01000738,Bromley 014D,1690,19.112426035503,18.8165680473373,direct_2011_lsoa_code,Bromley,Outer London,33.1269349845201,37.7600518292537,35.0666666666667,56.5333333333333,42.9333333333334,33.4,Matched IMD
E01000739,Bromley 014E,1678,25.4469606674613,11.5613825983313,direct_2011_lsoa_code,Bromley,Outer London,40.0313971742543,57.4730314679324,40.2,57.7666666666667,33.7333333333333,43.7333333333333,Matched IMD
E01000741,Bromley 005B,1816,14.8678414096916,6.71806167400881,direct_2011_lsoa_code,Bromley,Outer London,22.3896663078579,28.179675702568,38.8,62.2,45.3333333333333,44.6666666666667,Matched IMD
E01000742,Bromley 005C,2121,16.7845355964168,6.74210278170674,direct_2011_lsoa_code,Bromley,Outer London,24.4618395303327,33.5190621206684,19.8,46.1,15.3333333333333,13.6666666666667,Matched IMD
E01000743,Bromley 009A,1868,16.0599571734475,15.9528907922912,direct_2011_lsoa_code,Bromley,Outer London,25.1173708920188,35.2685642021482,22.0666666666667,51.8333333333333,26.1333333333333,17.6666666666667,Matched IMD
E01000744,Bromley 009B,1559,19.4355355997434,13.0211674150096,direct_2011_lsoa_code,Bromley,Outer London,30.8623298033283,45.1974747976006,30.6666666666667,55.9333333333333,31.8666666666667,38.5333333333333,Matched IMD
E01000745,Bromley 005D,1884,18.5244161358811,7.11252653927813,direct_2011_lsoa_code,Bromley,Outer London,26.2222222222222,35.1501583489051,19.6,50.5,16.6666666666667,12.9333333333333,Matched IMD
E01000746,Bromley 005E,2023,17.5481957488878,9.54028670291646,direct_2011_lsoa_code,Bromley,Outer London,25.699481865285,33.6914377234495,28.9333333333333,55.8,30.4,31.4666666666667,Matched IMD
E01000747,Bromley 042B,2027,20.0296003946719,18.8949185989147,direct_2011_lsoa_code,Bromley,Outer London,33.1651954602774,39.0453720905328,0,0,0,0,Matched IMD
E01000748,Bromley 042C,1686,12.9300118623962,32.3250296559905,direct_2011_lsoa_code,Bromley,Outer London,20.9631728045326,22.4547989554582,0,0,0,0,Matched IMD
E01000749,Bromley 036A,1653,16.0919540229885,30.1270417422868,direct_2011_lsoa_code,Bromley,Outer London,28.8854003139717,30.8666551983674,8.4,13.2,4.66666666666667,6.53333333333333,Matched IMD
E01000750,Bromley 036B,1454,18.0880330123796,22.6960110041266,direct_2011_lsoa_code,Bromley,Outer London,27.0353302611367,38.4535227996257,23.9333333333333,46.3666666666667,24.6666666666667,26.2,Matched IMD
E01000751,Bromley 036C,2265,22.1633554083885,18.1898454746137,direct_2011_lsoa_code,Bromley,Outer London,37.1621621621622,42.2273122233271,0,0,0,0,Matched IMD
E01000752,Bromley 036D,1746,17.1821305841924,28.4650630011455,direct_2011_lsoa_code,Bromley,Outer London,26.1421319796954,29.8164550685108,33.7333333333333,57.3,32.9333333333333,44.2666666666667,Matched IMD
E01000753,Bromley 031A,1939,19.9071686436307,24.8581743166581,direct_2011_lsoa_code,Bromley,Outer London,31.1671087533157,34.9931276250072,14.4,50.3666666666667,8,11.2,Matched IMD
E01000754,Bromley 031B,1769,20.0113058224986,18.5415488976823,direct_2011_lsoa_code,Bromley,Outer London,33.4239130434783,38.5542722280488,17.2,39.2,10.6666666666667,17.6,Matched IMD
E01000755,Bromley 031C,1638,19.7191697191697,22.2832722832723,direct_2011_lsoa_code,Bromley,Outer London,34.2767295597484,38.3475165587852,21.6,54.3,13.3333333333333,21.8666666666667,Matched IMD
E01000756,Bromley 033D,1707,18.6291739894552,23.1985940246046,direct_2011_lsoa_code,Bromley,Outer London,32.5115562403698,35.7440123408732,28.0666666666667,50.1333333333334,27.2,32.8,Matched IMD
E01000757,Bromley 031D,1571,17.3138128580522,27.9439847231063,direct_2011_lsoa_code,Bromley,Outer London,30.3482587064677,31.2947259635668,8.2,35.6666666666667,6,5.8,Matched IMD
E01000758,Bromley 031E,1451,19.5727084769125,20.7443142660234,direct_2011_lsoa_code,Bromley,Outer London,35.5072463768116,37.2210963053752,21.8666666666667,45.5,21.8666666666667,22.2666666666667,Matched IMD
E01000759,Bromley 034A,1648,19.4174757281553,19.1747572815534,direct_2011_lsoa_code,Bromley,Outer London,36.2847222222222,38.1945158720993,3.6,19.6666666666667,2,2.8,Matched IMD
E01000760,Bromley 034B,1633,18.8609920391917,23.4537660747091,direct_2011_lsoa_code,Bromley,Outer London,34.3589743589744,38.6110128791358,37.2,58.2,35.8666666666667,41.1333333333333,Matched IMD
E01000761,Bromley 034C,1545,19.546925566343,21.1003236245955,direct_2011_lsoa_code,Bromley,Outer London,36.0915492957747,37.7931778368784,23.6,44.8333333333333,14.1333333333333,22.1333333333333,Matched IMD
E01000762,Bromley 018D,1746,20.2176403207331,17.9839633447881,direct_2011_lsoa_code,Bromley,Outer London,31.7204301075269,37.1466820396264,16.8,36.8666666666667,9.33333333333333,13.0666666666667,Matched IMD
E01000763,Bromley 027A,1474,20.4884667571235,19.606512890095,direct_2011_lsoa_code,Bromley,Outer London,38.2575757575758,39.7734569608862,10.4,27.8,12,12,Matched IMD
E01000764,Bromley 027B,1815,21.8181818181818,16.0881542699725,direct_2011_lsoa_code,Bromley,Outer London,38.9393939393939,43.7641999193518,23.6,44.6,34,19.6,Matched IMD
E01000765,Bromley 034D,1788,20.1901565995526,18.6800894854586,direct_2011_lsoa_code,Bromley,Outer London,33.7142857142857,38.6270218749132,20,46.5333333333333,22.6666666666667,10.9333333333333,Matched IMD
E01000766,Bromley 027C,1815,21.9834710743802,20.495867768595,direct_2011_lsoa_code,Bromley,Outer London,40.1854714064915,41.9407339189798,29.7333333333333,52.9666666666667,30.9333333333333,34.1333333333333,Matched IMD
E01000767,Bromley 027D,1632,19.6691176470588,21.0171568627451,direct_2011_lsoa_code,Bromley,Outer London,36.4686468646865,38.4688655898028,27.4666666666667,50.8333333333333,34.8,44.4,Matched IMD
E01000768,Bromley 034E,1501,18.9207195203198,23.3844103930713,direct_2011_lsoa_code,Bromley,Outer London,31.1367380560132,34.8760544380249,15.2,49.3333333333333,17.6,14.6,Matched IMD
E01000769,Bromley 024A,1388,18.8760806916427,15.4178674351585,direct_2011_lsoa_code,Bromley,Outer London,37.2505543237251,40.1441247718295,9.2,30.5,5.6,7.4,Matched IMD
E01000770,Bromley 012D,1517,15.0955833882663,31.641397495056,direct_2011_lsoa_code,Bromley,Outer London,22.6415094339623,23.3202835350152,27.6666666666667,51.0333333333333,40,22.0666666666667,Matched IMD
E01000771,Bromley 041C,1665,20.7207207207207,20.9009009009009,direct_2011_lsoa_code,Bromley,Outer London,37.258064516129,39.7442317426726,29.7333333333333,55.3666666666667,31.2,34.2666666666667,Matched IMD
E01000772,Bromley 012E,1584,14.520202020202,32.1338383838384,direct_2011_lsoa_code,Bromley,Outer London,20.5298013245033,21.5667755177872,28.1333333333333,52.4666666666667,32.5333333333333,23.3333333333333,Matched IMD
E01000773,Bromley 024B,1583,21.5413771320278,21.22552116235,direct_2011_lsoa_code,Bromley,Outer London,35.1973684210526,37.6540951527911,23.7333333333333,53.6,26.6666666666667,26.9333333333333,Matched IMD
E01000774,Bromley 041D,1504,21.8085106382979,16.0239361702128,direct_2011_lsoa_code,Bromley,Outer London,38.8984509466437,44.9967779742214,33.0666666666667,57.3333333333333,37.4666666666667,38,Matched IMD
E01000775,Bromley 024C,2284,20.7968476357268,17.5569176882662,direct_2011_lsoa_code,Bromley,Outer London,36.7990654205608,42.9520484369527,25.7333333333333,47.4333333333333,36,18.8,Matched IMD
E01000777,Bromley 024D,1631,22.501532801962,15.450643776824,direct_2011_lsoa_code,Bromley,Outer London,43.010752688172,49.6495379544284,26.4,55.8,15.8666666666667,18.7333333333333,Matched IMD
E01000778,Bromley 024E,1628,19.9017199017199,14.1277641277641,direct_2011_lsoa_code,Bromley,Outer London,33.3855799373041,40.3165847972242,25.9333333333333,57.3,21.0666666666667,17.7333333333333,Matched IMD
E01000779,Bromley 001A,1399,17.7984274481773,22.8020014295926,direct_2011_lsoa_code,Bromley,Outer London,26.4054514480409,33.0061156538042,9.4,30.2,15.3333333333333,3.26666666666667,Matched IMD
E01000780,Bromley 001B,1612,20.5955334987593,15.136476426799,direct_2011_lsoa_code,Bromley,Outer London,36.1669242658424,46.6047458059993,31.5333333333333,56.1666666666667,34.1333333333333,25.2666666666667,Matched IMD
E01000781,Bromley 001C,1573,24.4755244755245,9.4723458359822,direct_2011_lsoa_code,Bromley,Outer London,40.0958466453674,55.9055189114643,30.6,55.1,34.8,24.7333333333333,Matched IMD
E01000782,Bromley 001D,1546,24.1267787839586,10.5433376455369,direct_2011_lsoa_code,Bromley,Outer London,34.0978593272171,47.8503736966254,42.6666666666667,60.1333333333334,51.3333333333334,42.0666666666667,Matched IMD
E01000783,Bromley 001E,1625,24.3076923076923,8.8,direct_2011_lsoa_code,Bromley,Outer London,39.7476340694006,54.3903945279957,36.4,57.6,44.4,36.0666666666667,Matched IMD
E01000784,Bromley 002E,1557,22.2222222222222,13.6159280667951,direct_2011_lsoa_code,Bromley,Outer London,40.0337837837838,46.7111765687434,21.0666666666667,48.4333333333333,25.0666666666667,31.3333333333333,Matched IMD
E01000785,Bromley 001F,1576,23.9213197969543,10.9771573604061,direct_2011_lsoa_code,Bromley,Outer London,38.4126984126984,52.3661456351323,34.8666666666667,52.8333333333333,46.5333333333333,28.4666666666667,Matched IMD
E01000786,Bromley 032A,1457,13.5209334248456,32.9444063143445,direct_2011_lsoa_code,Bromley,Outer London,21.8897637795276,22.5661269006199,25.4,44,30,13.4,Matched IMD
E01000787,Bromley 029C,1480,17.2297297297297,24.0540540540541,direct_2011_lsoa_code,Bromley,Outer London,23.6959761549926,29.0448734642206,36.2666666666667,57.1333333333333,54.5333333333333,39.2,Matched IMD
E01000788,Bromley 029D,1618,19.9629171817058,17.2435105067985,direct_2011_lsoa_code,Bromley,Outer London,33.6601307189543,38.7979116426705,16.4,47.2,17.0666666666667,21.2,Matched IMD
E01000789,Bromley 032B,1876,30.2771855010661,7.08955223880597,direct_2011_lsoa_code,Bromley,Outer London,48.5627836611195,71.933574534332,45.8,59.4,53.6,49.8,Matched IMD
E01000790,Bromley 028C,2296,15.6794425087108,14.1550522648084,direct_2011_lsoa_code,Bromley,Outer London,25.2862595419847,29.7160977739995,54.1333333333333,70.3333333333333,54.2666666666667,49.5333333333333,Matched IMD
E01000791,Bromley 029E,1510,15.6291390728477,26.8211920529801,direct_2011_lsoa_code,Bromley,Outer London,26.0450160771704,26.8836514933317,10.5333333333333,33.9666666666667,8.66666666666667,13.6,Matched IMD
E01000792,Bromley 032C,1510,22.4503311258278,17.8807947019868,direct_2011_lsoa_code,Bromley,Outer London,37.347294938918,44.0945019084789,40.6,56.3,42.9333333333333,37.9333333333333,Matched IMD
E01000793,Bromley 032D,1563,15.9948816378759,26.3595649392195,direct_2011_lsoa_code,Bromley,Outer London,29.8245614035088,29.7763050269166,16.4,33.4,29.3333333333333,4.66666666666667,Matched IMD
E01000794,Bromley 035E,1550,17.4193548387097,27.4838709677419,direct_2011_lsoa_code,Bromley,Outer London,30.0826446280992,31.1129533962698,26.1333333333333,46.2666666666667,28.2666666666667,33.3333333333333,Matched IMD
E01000795,Bromley 032E,1383,21.9812002892263,20.3904555314534,direct_2011_lsoa_code,Bromley,Outer London,34.5149253731343,39.3375808105727,25.6666666666667,39.9,32.6666666666667,21.1333333333333,Matched IMD
E01000796,Bromley 009C,1537,22.7065712426806,8.1327260897853,direct_2011_lsoa_code,Bromley,Outer London,36.1873990306947,53.0078752821193,26.6666666666667,53.1333333333333,37.0666666666667,33.0666666666667,Matched IMD
E01000797,Bromley 013E,1653,20.8711433756806,13.5511191772535,direct_2011_lsoa_code,Bromley,Outer London,31.6400580551524,35.4180491912136,18.0666666666667,32.6,22.6666666666667,17.5333333333333,Matched IMD
E01000798,Bromley 009D,1531,16.85173089484,10.254735467015,direct_2011_lsoa_code,Bromley,Outer London,23.9455782312925,34.6310051421764,41.8666666666667,62,46.1333333333333,38.3333333333333,Matched IMD
E01000799,Bromley 004A,1803,20.3549639489739,10.4270660011093,direct_2011_lsoa_code,Bromley,Outer London,33.2446808510638,41.7539582773922,46.8666666666667,65.7,46.4,44.7333333333333,Matched IMD
E01000800,Bromley 009E,1662,18.0505415162455,7.8820697954272,direct_2011_lsoa_code,Bromley,Outer London,26.3488080301129,36.7358448663063,31.2,55.4,37.4666666666667,37.4666666666667,Matched IMD
E01000801,Bromley 015E,1514,18.4940554821664,13.6063408190225,direct_2011_lsoa_code,Bromley,Outer London,30.6278713629403,36.9444519071456,35.5333333333333,58.1666666666667,42.2666666666667,37.9333333333333,Matched IMD
E01000802,Bromley 004B,1848,18.6688311688312,11.038961038961,direct_2011_lsoa_code,Bromley,Outer London,28.2147315855181,34.4727041956508,15.6666666666667,45.7666666666667,18,10.6,Matched IMD
E01000803,Bromley 004C,1611,16.9459962756052,15.5183116076971,direct_2011_lsoa_code,Bromley,Outer London,24.2953020134228,28.2746295114576,32.6,53.7666666666667,37.3333333333333,34.5333333333333,Matched IMD
E01000804,Bromley 004D,1470,20.3401360544218,20.0680272108844,direct_2011_lsoa_code,Bromley,Outer London,34.6902654867257,37.5427557670783,17.7333333333333,45.8333333333333,16.6666666666667,12.1333333333333,Matched IMD
E01000805,Bromley 004E,1695,18.9970501474926,13.6873156342183,direct_2011_lsoa_code,Bromley,Outer London,28.1053952321205,38.0732687823248,32.4666666666667,56.9,27.0666666666667,28.5333333333333,Matched IMD
E01000806,Bromley 009F,1716,22.4358974358974,5.53613053613054,direct_2011_lsoa_code,Bromley,Outer London,34.6203346203346,53.009671171793,44.8666666666667,62.6333333333333,54.4,47.2666666666667,Matched IMD
E01000807,Bromley 022C,1668,22.9616306954436,17.8057553956835,direct_2011_lsoa_code,Bromley,Outer London,39.0625,45.3885169859461,5.6,31.3,6.66666666666667,8,Matched IMD
E01000808,Bromley 025A,1563,20.0255918106206,21.8170185540627,direct_2011_lsoa_code,Bromley,Outer London,33.6025848142165,35.979731051136,16.2666666666667,43.3333333333333,9.6,13.7333333333333,Matched IMD
E01000809,Bromley 022D,1546,18.4346701164295,24.7089262613195,direct_2011_lsoa_code,Bromley,Outer London,29.53125,32.2491594931599,24.4666666666667,50.9333333333333,23.2,19.8,Matched IMD
E01000810,Bromley 025B,1542,20.6225680933852,24.0596627756161,direct_2011_lsoa_code,Bromley,Outer London,35.9797297297297,38.4410706938239,14.9333333333333,39.3,11.3333333333333,17.8666666666667,Matched IMD
E01000811,Bromley 025C,1365,22.2710622710623,17.5091575091575,direct_2011_lsoa_code,Bromley,Outer London,36.7491166077739,41.6498780196505,29.8,51.7,24.2666666666667,33.8666666666667,Matched IMD
E01000812,Bromley 028D,1631,18.7001839362354,21.5818516247701,direct_2011_lsoa_code,Bromley,Outer London,28.6350148367953,32.0224988270677,29.8666666666667,55.3333333333333,37.8666666666667,38.8666666666667,Matched IMD
E01000813,Bromley 025D,1563,20.0895713371721,23.6724248240563,direct_2011_lsoa_code,Bromley,Outer London,33.2797427652733,35.2420724598029,36.4,54.9333333333333,43.7333333333333,35.3333333333333,Matched IMD
E01000814,Bromley 028E,1518,17.5230566534914,25.098814229249,direct_2011_lsoa_code,Bromley,Outer London,32.9310344827586,31.8090914854177,36.8,59,42,44.0666666666667,Matched IMD
E01000815,Bromley 025E,1509,19.350563286945,24.7846255798542,direct_2011_lsoa_code,Bromley,Outer London,32.5,32.2042730914681,18.2666666666667,46.4,12.4,18.5333333333333,Matched IMD
E01000816,Bromley 040A,1524,18.3070866141732,19.488188976378,direct_2011_lsoa_code,Bromley,Outer London,30.2931596091205,34.1248593907848,14.2,48.7,9.33333333333333,10.4666666666667,Matched IMD
E01000818,Bromley 040B,1685,17.3293768545994,20.5341246290801,direct_2011_lsoa_code,Bromley,Outer London,28.8611544461778,29.8834842636321,0,0,0,0,Matched IMD
E01000819,Bromley 040C,1850,19.7837837837838,15.5135135135135,direct_2011_lsoa_code,Bromley,Outer London,33.3333333333333,43.2079454647701,30.0666666666667,55.1333333333333,28.5333333333333,34.2666666666667,Matched IMD
E01000820,Bromley 008C,1613,19.6528208307502,18.4128952262864,direct_2011_lsoa_code,Bromley,Outer London,31.7211948790896,39.8988287855977,25.4,52.6,27.3333333333333,30.0666666666667,Matched IMD
E01000822,Bromley 008D,1632,23.2230392156863,12.0098039215686,direct_2011_lsoa_code,Bromley,Outer London,35.0704225352113,45.5494379720405,41,61.0333333333333,47.3333333333333,45.6666666666667,Matched IMD
E01000823,Bromley 008E,1695,19.5870206489676,14.5722713864307,direct_2011_lsoa_code,Bromley,Outer London,31.6076294277929,37.2243589056402,28,55,26.5333333333333,36.2666666666667,Matched IMD
E01000824,Bromley 008F,1398,20.5293276108727,9.29899856938484,direct_2011_lsoa_code,Bromley,Outer London,34.7750865051903,43.1338869550947,38.2666666666667,60.7333333333333,39.8666666666667,40.6,Matched IMD
E01000825,Bromley 008G,1665,18.8588588588589,14.4144144144144,direct_2011_lsoa_code,Bromley,Outer London,27.5184275184275,36.6761569372997,28.5333333333333,54.4666666666667,36.6666666666667,25.4666666666667,Matched IMD
E01000826,Bromley 021A,1634,20.1346389228886,20.8078335373317,direct_2011_lsoa_code,Bromley,Outer London,37.6785714285714,38.5892370108578,4.8,16.3666666666667,2.66666666666667,3.73333333333333,Matched IMD
E01000827,Bromley 021B,1779,20.0674536256324,22.4845418774592,direct_2011_lsoa_code,Bromley,Outer London,30.1790281329923,36.2409327739048,25.2,52.7,16.6666666666667,29.7333333333333,Matched IMD
E01000828,Bromley 011E,1702,19.3889541715629,21.2103407755582,direct_2011_lsoa_code,Bromley,Outer London,27.6264591439689,32.6661296884122,20.2,44.8,21.3333333333333,11.6666666666667,Matched IMD
E01000829,Bromley 018E,1769,21.5941209723007,14.1322781232335,direct_2011_lsoa_code,Bromley,Outer London,36.9843527738265,41.3689118654714,42.5333333333333,63.2666666666667,49.8666666666667,37.6,Matched IMD
E01000830,Bromley 021C,1625,21.4769230769231,20.8615384615385,direct_2011_lsoa_code,Bromley,Outer London,40.8273381294964,43.3775690159376,12,38.3,7.33333333333333,11.8666666666667,Matched IMD
E01000831,Bromley 021D,1701,18.5185185185185,23.6919459141681,direct_2011_lsoa_code,Bromley,Outer London,27.0025839793282,29.498186837034,27.8,46.6666666666667,31.3333333333333,15.2666666666667,Matched IMD
E01000832,Bromley 030A,1570,19.6815286624204,22.8662420382166,direct_2011_lsoa_code,Bromley,Outer London,32.991452991453,34.6264012550425,21.2,44.9666666666667,13.8666666666667,21.2,Matched IMD
E01000833,Bromley 021E,1447,19.0048375950242,17.8991015894955,direct_2011_lsoa_code,Bromley,Outer London,37.625754527163,37.8753659361188,12.8,30.8333333333333,8,13.3333333333333,Matched IMD
E01000834,Bromley 027E,1369,22.5712198685172,15.7048940832725,direct_2011_lsoa_code,Bromley,Outer London,43.0735930735931,45.9468310458769,25.7333333333333,48.5333333333333,33.3333333333333,23.0666666666667,Matched IMD
E01000835,Bromley 030B,1758,18.9988623435722,18.4869169510808,direct_2011_lsoa_code,Bromley,Outer London,34.6704871060172,41.8564396195416,44.9333333333333,62.4666666666667,46.1333333333333,50.5333333333333,Matched IMD
E01000836,Bromley 030C,1389,21.9582433405328,16.414686825054,direct_2011_lsoa_code,Bromley,Outer London,40.080971659919,42.4477399026254,11.3333333333333,21.6,7.33333333333333,9.46666666666667,Matched IMD
E01000837,Bromley 030D,1563,20.4094689699296,19.7696737044146,direct_2011_lsoa_code,Bromley,Outer London,32.4116743471582,38.2109160058793,27.3333333333333,53.8666666666667,36.4,28.2666666666667,Matched IMD
E01000838,Bromley 030E,1431,17.4703004891684,24.7379454926625,direct_2011_lsoa_code,Bromley,Outer London,30.9833024118738,34.8093138821372,20.2,46.2666666666667,30,8.2,Matched IMD
E01000839,Bromley 030F,1390,16.1151079136691,25.6834532374101,direct_2011_lsoa_code,Bromley,Outer London,26.9516728624535,27.7646221581999,2.26666666666667,21.9333333333333,3.33333333333333,3.06666666666667,Matched IMD
E01000840,Bromley 030G,1491,12.4077800134138,39.1683433936955,direct_2011_lsoa_code,Bromley,Outer London,18.2481751824818,17.9779263492962,15.4666666666667,43.5333333333333,21.6,20.9333333333333,Matched IMD
E01000841,Bromley 030H,1698,17.3733804475854,22.9093050647821,direct_2011_lsoa_code,Bromley,Outer London,31.3725490196078,33.4556386362881,15,42,12.1333333333333,17.3333333333333,Matched IMD
E01000842,Camden 011A,1430,14.8251748251748,14.6153846153846,direct_2011_lsoa_code,Camden,Inner London,21.3371266002845,23.1647598541677,36.9333333333333,67.4666666666667,41.3333333333333,33.2,Matched IMD
E01000843,Camden 014A,1194,12.8978224455611,15.3266331658291,direct_2011_lsoa_code,Camden,Inner London,17.0769230769231,18.101937633468,58.6666666666667,78.7333333333334,62.9333333333334,58.2,Matched IMD
E01000844,Camden 011B,1635,19.0214067278288,10.3363914373089,direct_2011_lsoa_code,Camden,Inner London,24.6022031823745,28.887485488914,54.4,78.4,61.0666666666667,53.1333333333333,Matched IMD
E01000845,Camden 014B,1500,17.6666666666667,12.9333333333333,direct_2011_lsoa_code,Camden,Inner London,23.3859397417504,27.3445696304648,51.8,74.5,64.4,57,Matched IMD
E01000846,Camden 014C,1454,20.8390646492435,14.2365887207703,direct_2011_lsoa_code,Camden,Inner London,33.3904109589041,43.5518448563637,41.0666666666667,69.3333333333333,45.8666666666667,45.6,Matched IMD
E01000847,Camden 014D,1599,19.1369606003752,12.7579737335835,direct_2011_lsoa_code,Camden,Inner London,33.1179321486268,39.9486696074297,48.3333333333333,74.0666666666667,52,50.8666666666667,Matched IMD
E01000848,Camden 011C,1486,16.0161507402423,13.1224764468371,direct_2011_lsoa_code,Camden,Inner London,22.2972972972973,23.9985415900709,57.0666666666667,78.5333333333333,51.8666666666667,51.8,Matched IMD
E01000849,Camden 011D,1358,13.5493372606775,12.5920471281296,direct_2011_lsoa_code,Camden,Inner London,16.9606512890095,18.388669393569,71.6,85.8,59.6,63.0666666666667,Matched IMD
E01000850,Camden 026A,1424,5.0561797752809,7.30337078651685,direct_2011_lsoa_code,Camden,Inner London,8.7260034904014,5.77016131130258,80,90,84.6666666666667,83.4666666666667,Matched IMD
E01000851,Camden 026B,1480,5.54054054054054,5.87837837837838,direct_2011_lsoa_code,Camden,Inner London,9.16271721958926,7.64807285703622,64.0666666666667,82.0333333333333,65.6,68.4666666666667,Matched IMD
E01000853,Camden 029H,1405,11.9572953736655,20.2135231316726,direct_2011_lsoa_code,Camden,Inner London,16.0664819944598,19.7939869629519,73.8666666666667,86.9333333333333,68,82.4,Matched IMD
E01000855,Camden 028A,1306,6.81470137825421,13.3996937212864,direct_2011_lsoa_code,Camden,Inner London,6.94789081885856,5.29994784071131,57.9333333333333,78.9666666666667,63.4666666666667,59.2666666666667,Matched IMD
E01000856,Camden 019A,1591,14.4563167818982,8.48522941546198,direct_2011_lsoa_code,Camden,Inner London,21.8068535825545,27.8872691169038,69.8666666666667,84.9333333333333,74.2666666666667,65.4,Matched IMD
E01000857,Camden 018A,1392,15.5890804597701,15.301724137931,direct_2011_lsoa_code,Camden,Inner London,22.4489795918367,25.7773425928279,50.5333333333333,73.8666666666667,64.5333333333333,60.4,Matched IMD
E01000858,Camden 018B,1932,14.5962732919255,8.95445134575569,direct_2011_lsoa_code,Camden,Inner London,23.25,30.1083299600509,40.2,68.7,34.9333333333333,39.0666666666667,Matched IMD
E01000859,Camden 018C,1464,15.5737704918033,16.051912568306,direct_2011_lsoa_code,Camden,Inner London,22.0314735336195,23.8609867752899,38,67.2,45.7333333333333,46.9333333333333,Matched IMD
E01000860,Camden 018D,1121,13.0240856378234,29.8840321141838,direct_2011_lsoa_code,Camden,Inner London,12.6488095238095,15.1985686879366,40.8,68.6,46,49.7333333333333,Matched IMD
E01000861,Camden 019B,1366,8.27232796486091,10.0292825768668,direct_2011_lsoa_code,Camden,Inner London,12.6436781609195,14.1347923475189,59.8666666666667,80.9333333333333,57.2,53.6,Matched IMD
E01000862,Camden 018E,1686,16.1921708185053,14.650059311981,direct_2011_lsoa_code,Camden,Inner London,23.5732009925558,26.91303811762,39.4666666666667,68.7333333333333,41.2,30.2666666666667,Matched IMD
E01000863,Camden 021A,1474,9.90502035278155,6.10583446404342,direct_2011_lsoa_code,Camden,Inner London,13.1693198263386,14.564662893228,69,87.3,66.5333333333333,58.5333333333333,Matched IMD
E01000866,Camden 009A,1954,15.9672466734903,12.7942681678608,direct_2011_lsoa_code,Camden,Inner London,22.8108108108108,31.0520366098612,62.7333333333333,79.9666666666667,62.8,68.4,Matched IMD
E01000867,Camden 015C,1736,12.9608294930876,8.75576036866359,direct_2011_lsoa_code,Camden,Inner London,18.5955786736021,22.98324622551,60.8666666666667,80.5333333333333,59.0666666666667,62.3333333333333,Matched IMD
E01000868,Camden 015D,1746,21.6494845360825,7.0446735395189,direct_2011_lsoa_code,Camden,Inner London,28.3602150537634,41.157030374328,21.6666666666667,55.6333333333333,22,20.0666666666667,Matched IMD
E01000869,Camden 015E,1945,12.853470437018,11.7737789203085,direct_2011_lsoa_code,Camden,Inner London,17.8612059158134,21.1573392867769,53.2666666666667,75.5666666666667,58,56.3333333333333,Matched IMD
E01000870,Camden 009B,1602,15.8551810237204,10.7365792759051,direct_2011_lsoa_code,Camden,Inner London,22.7272727272727,28.1752320714838,52.6,74.3,60.5333333333334,52.6,Matched IMD
E01000871,Camden 005A,1657,18.9499094749547,15.811707905854,direct_2011_lsoa_code,Camden,Inner London,30.2003081664099,34.7077799063774,27.6,57.4666666666667,36.8,31.7333333333333,Matched IMD
E01000872,Camden 005B,1739,14.4910868315124,9.37320299022427,direct_2011_lsoa_code,Camden,Inner London,18.3625730994152,22.6624499428143,54.7333333333333,76.7666666666667,61.2,61.7333333333333,Matched IMD
E01000873,Camden 005C,1581,16.6982922201139,10.6894370651486,direct_2011_lsoa_code,Camden,Inner London,27.6946107784431,31.755892612082,36.4666666666667,64.9666666666667,44.8,33.7333333333333,Matched IMD
E01000874,Camden 005D,1482,17.948717948718,14.5748987854251,direct_2011_lsoa_code,Camden,Inner London,28.5714285714286,29.8307269880662,56.8666666666667,76.8333333333333,68.8,60,Matched IMD
E01000875,Camden 013A,1572,12.4681933842239,9.4147582697201,direct_2011_lsoa_code,Camden,Inner London,18.1347150259067,21.8065439446667,44.2,70.1,46.5333333333333,42,Matched IMD
E01000876,Camden 013B,1922,16.5972944849116,9.93756503642039,direct_2011_lsoa_code,Camden,Inner London,23.3091787439614,29.652725487978,38,67.6,44.6666666666667,33.3333333333333,Matched IMD
E01000877,Camden 005E,1457,16.6094715168154,10.706932052162,direct_2011_lsoa_code,Camden,Inner London,23.8310708898944,25.773320668592,37.6,65.5333333333334,43.7333333333333,39.2,Matched IMD
E01000878,Camden 004A,1714,20.4784130688448,15.9859976662777,direct_2011_lsoa_code,Camden,Inner London,29.3193717277487,37.558174127955,30,59.6666666666667,37.3333333333333,22.5333333333333,Matched IMD
E01000879,Camden 004B,1299,18.1678214010778,13.0100076982294,direct_2011_lsoa_code,Camden,Inner London,27.9232111692845,29.2776805077946,51.8,75.1,47.6,41.0666666666667,Matched IMD
E01000880,Camden 004C,1412,20.1841359773371,11.9688385269122,direct_2011_lsoa_code,Camden,Inner London,34.4827586206897,37.5365153094067,29.6,63.0666666666667,27.8666666666667,22.5333333333333,Matched IMD
